0,0,9,1
0,0,12,1
0,1,15,1
0,1,17,1
0,1,33,1
0,1,35,1
0,1,40,1
0,1,45,1
0,2,31,1
0,2,37,1
0,2,40,1
0,2,47,1
0,2,48,1
0,2,49,1
0,3,7,1
0,3,14,1
0,3,20,1
0,3,39,1
0,4,6,1
0,4,32,1
0,5,25,1
0,5,27,1
0,5,36,1
0,5,38,1
0,5,41,1
0,6,23,1
0,6,32,1
0,6,43,1
0,7,14,1
0,7,26,1
0,7,29,1
0,7,39,1
0,7,46,1
0,7,48,1
0,8,12,1
0,8,22,1
0,9,11,1
0,9,12,1
0,9,22,1
0,9,38,1
0,9,42,1
0,10,32,1
0,10,33,1
0,10,43,1
0,10,44,1
0,10,45,1
0,11,22,1
0,11,26,1
0,11,31,1
0,11,42,1
0,11,47,1
0,12,22,1
0,13,16,1
0,13,24,1
0,13,45,1
0,13,49,1
0,14,20,1
0,14,26,1
0,15,17,1
0,15,19,1
0,15,35,1
0,16,24,1
0,16,32,1
0,16,45,1
0,17,33,1
0,17,34,1
0,18,24,1
0,18,36,1
0,19,29,1
0,19,35,1
0,19,46,1
0,20,21,1
0,20,26,1
0,21,22,1
0,21,26,1
0,22,26,1
0,23,30,1
0,23,43,1
0,23,44,1
0,24,32,1
0,24,36,1
0,24,41,1
0,24,49,1
0,25,31,1
0,25,37,1
0,25,38,1
0,25,41,1
0,25,42,1
0,26,47,1
0,26,48,1
0,27,38,1
0,28,39,1
0,28,46,1
0,29,35,1
0,29,40,1
0,29,46,1
0,29,48,1
0,30,34,1
0,30,44,1
0,31,37,1
0,31,42,1
0,31,47,1
0,32,43,1
0,32,45,1
0,33,34,1
0,33,44,1
0,33,45,1
0,34,44,1
0,35,40,1
0,36,41,1
0,37,41,1
0,37,49,1
0,38,42,1
0,39,46,1
0,40,45,1
0,40,48,1
0,40,49,1
0,41,49,1
0,43,44,1
0,45,49,1
0,47,48,1
